cate,num,num_sec,protect_unit,province,rx_time,title,type
新增项目,Ⅱ-70,70,哈密市非物质文化遗产保护中心（哈密东天山古伊州文化研究院）,新疆维吾尔自治区哈密地区,2006</br>(第一批),新疆维吾尔木卡姆艺术（哈密木卡姆）,传统音乐
新增项目,Ⅱ-70,70,麦盖提县文化馆,新疆维吾尔自治区麦盖提县,2006</br>(第一批),新疆维吾尔木卡姆艺术（刀郎木卡姆）,传统音乐
新增项目,Ⅱ-71,71,泉州市艺术馆（泉州市闽南文化生态保护中心、泉州市非物质文化遗产保护中心）,福建省泉州市,2006</br>(第一批),南音,传统音乐
新增项目,Ⅱ-71,71,厦门市南乐团,福建省厦门市,2006</br>(第一批),南音,传统音乐
新增项目,Ⅱ-72,72,泉港北管传承保护中心,福建省泉州市,2006</br>(第一批),泉州北管,传统音乐
新增项目,Ⅱ-73,73,榆林市群众艺术馆,陕西省榆林市,2008</br>(第二批),陕北民歌,传统音乐
新增项目,Ⅱ-73,73,延安市文化文艺中心（延安市群众艺术馆）,陕西省延安市,2008</br>(第二批),陕北民歌,传统音乐
新增项目,Ⅱ-74,74,昌黎县文化馆,河北省昌黎县,2008</br>(第二批),昌黎民歌,传统音乐
新增项目,Ⅱ-75,75,高邮市文化馆,江苏省高邮市,2008</br>(第二批),高邮民歌,传统音乐
新增项目,Ⅱ-76,76,五河县文化馆,安徽省五河县,2008</br>(第二批),五河民歌,传统音乐
新增项目,Ⅱ-77,77,六安市文艺创作研究室,安徽省六安市,2008</br>(第二批),大别山民歌,传统音乐
新增项目,Ⅱ-78,78,黄山市非物质文化遗产保护中心,安徽省黄山市,2008</br>(第二批),徽州民歌,传统音乐
新增项目,Ⅱ-79,79,信阳市群众艺术馆（信阳市非物质文化遗产保护中心）,河南省信阳市,2008</br>(第二批),信阳民歌,传统音乐
新增项目,Ⅱ-80,80,西峡县人民文化馆,河南省西峡县,2008</br>(第二批),西坪民歌,传统音乐
新增项目,Ⅱ-81,81,荆州市荆州区文化馆（荆州市荆州区非物质文化遗产保护中心、荆州市荆州区楚剧传承中心）,湖北省荆州市荆州区,2008</br>(第二批),马山民歌,传统音乐
新增项目,Ⅱ-82,82,潜江市非物质文化遗产保护中心,湖北省潜江市,2008</br>(第二批),潜江民歌,传统音乐
新增项目,Ⅱ-83,83,丹江口市文化馆,湖北省丹江口市,2008</br>(第二批),吕家河民歌,传统音乐
新增项目,Ⅱ-84,84,秀山土家族苗族自治县文化馆,重庆市秀山土家族苗族自治县,2008</br>(第二批),秀山民歌,传统音乐
新增项目,Ⅱ-85,85,酉阳土家族苗族自治县文化馆,重庆市酉阳土家族苗族自治县,2008</br>(第二批),酉阳民歌,传统音乐
新增项目,Ⅱ-86,86,陕西省镇巴县文化馆,陕西省镇巴县,2008</br>(第二批),镇巴民歌,传统音乐
新增项目,Ⅱ-87,87,嘉善县文化馆,浙江省嘉善县,2008</br>(第二批),嘉善田歌,传统音乐
新增项目,Ⅱ-88,88,九寨沟县文化馆,四川省九寨沟县,2008</br>(第二批),南坪曲子,传统音乐
新增项目,Ⅱ-89,89,辰溪县文化馆,湖南省辰溪县,2008</br>(第二批),茶山号子,传统音乐
新增项目,Ⅱ-90,90,监利县文化馆,湖北省监利县,2008</br>(第二批),啰啰咚,传统音乐
新增项目,Ⅱ-91,91,武川县文化馆,内蒙古自治区呼和浩特市,2008</br>(第二批),爬山调,传统音乐
新增项目,Ⅱ-91,91,乌拉特前旗文化馆,内蒙古自治区乌拉特前旗,2008</br>(第二批),爬山调,传统音乐
新增项目,Ⅱ-92,92,准格尔旗漫瀚调艺术研究所,内蒙古自治区准格尔旗,2008</br>(第二批),漫瀚调,传统音乐
新增项目,Ⅱ-93,93,惠东县文化馆,广东省惠州市,2008</br>(第二批),惠东渔歌,传统音乐
新增项目,Ⅱ-94,94,海门市文化馆,江苏省海门市,2008</br>(第二批),海门山歌,传统音乐
新增项目,Ⅱ-95,95,新化县梅山蚩尤文化研究发展中心,湖南省娄底市,2008</br>(第二批),新化山歌,传统音乐
新增项目,Ⅱ-96,96,姚安县文化馆,云南省姚安县,2008</br>(第二批),姚安坝子腔,传统音乐
新增项目,Ⅱ-97,97,岱山县非物质文化遗产保护中心,浙江省岱山县,2008</br>(第二批),海洋号子（舟山渔民号子）,传统音乐
新增项目,Ⅱ-97,97,长岛综合试验区文化文物服务中心,山东省长岛县,2008</br>(第二批),海洋号子（长岛渔号）,传统音乐
扩展项目,Ⅱ-97,97,长海县文化教育发展中心 ,辽宁省长海县,2011</br>(第三批),海洋号子（长海号子）,传统音乐
扩展项目,Ⅱ-97,97,象山县石浦文化馆,浙江省象山县,2011</br>(第三批),海洋号子（象山渔民号子）,传统音乐
新增项目,Ⅱ-98,98,河南省非物质文化遗产保护中心,黄河水利委员会河南黄河河务局,2008</br>(第二批),江河号子（黄河号子）,传统音乐
新增项目,Ⅱ-98,98,宜昌市夷陵区文化馆,湖北省宜昌市夷陵区,2008</br>(第二批),江河号子（长江峡江号子）,传统音乐
新增项目,Ⅱ-98,98,宜昌市伍家岗区文化馆,湖北省伍家岗区,2008</br>(第二批),江河号子（长江峡江号子）,传统音乐
新增项目,Ⅱ-98,98,巴东县文化馆,湖北省巴东县,2008</br>(第二批),江河号子（长江峡江号子）,传统音乐
新增项目,Ⅱ-98,98,秭归县文化馆（县文艺创作室、县非物质文化遗产保护中心）,湖北省秭归县,2008</br>(第二批),江河号子（长江峡江号子）,传统音乐
新增项目,Ⅱ-98,98,保靖县非物质文化遗产保护中心,湖南省保靖县,2008</br>(第二批),江河号子（酉水船工号子）,传统音乐
新增项目,Ⅱ-99,99,上海市浦东新区人民政府塘桥街道办事处,上海市浦东新区,2008</br>(第二批),码头号子（上海港码头号子）,传统音乐
新增项目,Ⅱ-99,99,上海市杨浦区人民政府定海路街道办事处,上海市杨浦区,2008</br>(第二批),码头号子（上海港码头号子）,传统音乐
新增项目,Ⅱ-100,100,白山市文化遗产保护中心（白山市博物馆）,吉林省文学艺术界联合会民间文艺家协会,2008</br>(第二批),森林号子（长白山森林号子）,传统音乐
新增项目,Ⅱ-100,100,伊春市群众艺术馆,黑龙江省伊春市,2008</br>(第二批),森林号子（兴安岭森林号子）,传统音乐
新增项目,Ⅱ-101,101,重庆市梁平区文化遗产保护中心,重庆市梁平县,2008</br>(第二批),搬运号子（梁平抬儿调）,传统音乐
新增项目,Ⅱ-101,101,巫山县文化馆（巫山县艺术团）,重庆市巫山县,2008</br>(第二批),搬运号子（龙骨坡抬工号子）,传统音乐
新增项目,Ⅱ-102,102,邛崃市文化馆,四川省邛崃市,2008</br>(第二批),制作号子（竹麻号子）,传统音乐
新增项目,Ⅱ-103,103,郯城县文化馆,山东省郯城县,2008</br>(第二批),鲁南五大调,传统音乐
新增项目,Ⅱ-103,103,日照市东港区文化馆,山东省日照市,2008</br>(第二批),鲁南五大调,传统音乐
新增项目,Ⅱ-104,104,老河口市群众艺术馆,湖北省老河口市,2008</br>(第二批),老河口丝弦,传统音乐
新增项目,Ⅱ-105,105,通辽市民族歌舞团,内蒙古自治区通辽市,2008</br>(第二批),蒙古族民歌（科尔沁叙事民歌）,传统音乐
新增项目,Ⅱ-105,105,鄂尔多斯市群众艺术馆,内蒙古自治区鄂尔多斯市,2008</br>(第二批),蒙古族民歌（鄂尔多斯短调民歌）,传统音乐
新增项目,Ⅱ-105,105,杭锦旗文化馆,内蒙古自治区杭锦旗,2008</br>(第二批),蒙古族民歌（鄂尔多斯古如歌）,传统音乐
新增项目,Ⅱ-105,105,阜新蒙古族自治县文化体育旅游服务中心,辽宁省阜新蒙古族自治县,2008</br>(第二批),蒙古族民歌（阜新东蒙短调民歌）,传统音乐
新增项目,Ⅱ-105,105,前郭尔罗斯蒙古族自治县草原文化馆,吉林省前郭尔罗斯蒙古族自治县,2008</br>(第二批),蒙古族民歌（郭尔罗斯蒙古族民歌）,传统音乐
扩展项目,Ⅱ-105,105,乌拉特前旗文化馆,内蒙古自治区乌拉特前旗,2011</br>(第三批),蒙古族民歌（乌拉特民歌）,传统音乐
扩展项目,Ⅱ-105,105,海西蒙古族藏族自治州民族文化活动中心（海西蒙古族藏族自治州群众艺术馆）,青海省海西蒙古族藏族自治州,2014</br>(第四批),蒙古族民歌,传统音乐
扩展项目,Ⅱ-105,105,阿拉善左旗文化馆,内蒙古自治区阿拉善盟阿拉善左旗,2021</br>(第五批),蒙古族民歌（和硕特民歌）,传统音乐
扩展项目,Ⅱ-105,105,温泉县文化馆,新疆维吾尔自治区博尔塔拉蒙古自治州温泉县,2021</br>(第五批),蒙古族民歌（新疆温泉县蒙古族短调民歌）,传统音乐
新增项目,Ⅱ-106,106,鄂温克族自治旗文化馆,内蒙古自治区鄂温克族自治旗,2008</br>(第二批),鄂温克族民歌（鄂温克叙事民歌）,传统音乐
新增项目,Ⅱ-107,107,鄂伦春自治旗文化馆,内蒙古自治区鄂伦春自治旗,2008</br>(第二批),鄂伦春族民歌（鄂伦春族赞达仁）,传统音乐
新增项目,Ⅱ-107,107,大兴安岭地区群众艺术馆,黑龙江省大兴安岭地区,2008</br>(第二批),鄂伦春族民歌（鄂伦春族赞达仁）,传统音乐
新增项目,Ⅱ-108,108,莫力达瓦达斡尔族自治旗文化馆,内蒙古自治区莫力达瓦达斡尔族自治旗,2008</br>(第二批),达斡尔族民歌（达斡尔扎恩达勒）,传统音乐
新增项目,Ⅱ-108,108,齐齐哈尔市富拉尔基区文化馆,黑龙江省齐齐哈尔市,2008</br>(第二批),达斡尔族民歌（罕伯岱达斡尔族民歌）,传统音乐
新增项目,Ⅱ-109,109,吉首市非物质文化遗产保护中心,湖南省吉首市,2008</br>(第二批),苗族民歌（湘西苗族民歌）,传统音乐
新增项目,Ⅱ-109,109,雷山县非物质文化遗产保护中心,贵州省雷山县,2008</br>(第二批),苗族民歌（苗族飞歌）,传统音乐
扩展项目,Ⅱ-109,109,剑河县文化馆,贵州省剑河县,2011</br>(第三批),苗族民歌（苗族飞歌）,传统音乐
扩展项目,Ⅱ-109,109,琼中黎族苗族自治县文化馆,海南省琼中黎族苗族自治县,2014</br>(第四批),苗族民歌,传统音乐
扩展项目,Ⅱ-109,109,彭水苗族土家族自治县文化馆,重庆市彭水苗族土家族自治县,2014</br>(第四批),苗族民歌,传统音乐
新增项目,Ⅱ-110,110,隆回县非物质文化遗产保护中心,湖南省隆回县,2008</br>(第二批),瑶族民歌（花瑶呜哇山歌）,传统音乐
扩展项目,Ⅱ-110,110,乳源瑶族自治县文化馆（乳源瑶族自治县非物质文化遗产保护中心）,广东省乳源瑶族自治县,2014</br>(第四批),瑶族民歌,传统音乐
新增项目,Ⅱ-111,111,琼中黎族苗族自治县文化馆,海南省琼中黎族苗族自治县,2008</br>(第二批),黎族民歌（琼中黎族民歌）,传统音乐
新增项目,Ⅱ-112,112,惠水县非物质文化遗产保护中心,贵州省惠水县,2008</br>(第二批),布依族民歌（好花红调）,传统音乐
新增项目,Ⅱ-113,113,武定县文化馆,云南省武定县,2008</br>(第二批),彝族民歌（彝族酒歌）,传统音乐
扩展项目,Ⅱ-113,113,盘州市非物质文化遗产保护中心,贵州省盘县,2011</br>(第三批),彝族民歌（彝族山歌）,传统音乐
新增项目,Ⅱ-114,114,勐海县文化馆,云南省勐海县,2008</br>(第二批),布朗族民歌（布朗族弹唱）,传统音乐
新增项目,Ⅱ-115,115,甘孜藏族自治州文化馆,四川省甘孜藏族自治州,2008</br>(第二批),藏族民歌（川西藏族山歌）,传统音乐
新增项目,Ⅱ-115,115,阿坝藏族羌族自治州文化馆（阿坝藏族羌族自治州美术馆）,四川省阿坝藏族羌族自治州,2008</br>(第二批),藏族民歌（川西藏族山歌）,传统音乐
新增项目,Ⅱ-115,115,炉霍县文化馆,四川省炉霍县,2008</br>(第二批),藏族民歌（川西藏族山歌）,传统音乐
新增项目,Ⅱ-115,115,九龙县文化馆,四川省九龙县,2008</br>(第二批),藏族民歌（玛达咪山歌）,传统音乐
新增项目,Ⅱ-115,115,天祝藏族自治县藏语言文字指导中心,甘肃省天祝藏族自治县,2008</br>(第二批),藏族民歌（华锐藏族民歌）,传统音乐
新增项目,Ⅱ-115,115,甘南藏族自治州文化馆（甘南藏族自治州美术馆）,甘肃省甘南藏族自治州,2008</br>(第二批),藏族民歌（甘南藏族民歌）,传统音乐
新增项目,Ⅱ-115,115,玉树藏族自治州文化馆,青海省玉树藏族自治州,2008</br>(第二批),藏族民歌（玉树民歌）,传统音乐
扩展项目,Ⅱ-115,115,冕宁县文化馆,四川省冕宁县,2011</br>(第三批),藏族民歌（藏族赶马调）,传统音乐
扩展项目,Ⅱ-115,115,西藏那曲市班戈县文化和旅游局,西藏自治区班戈县,2011</br>(第三批),藏族民歌（班戈昌鲁）,传统音乐
扩展项目,Ⅱ-115,115,海南州文化馆,青海省海南藏族自治州,2014</br>(第四批),藏族民歌（藏族酒曲）,传统音乐
新增项目,Ⅱ-116,116,尉犁县文化馆,新疆维吾尔自治区尉犁县,2008</br>(第二批),维吾尔族民歌（罗布淖尔维吾尔族民歌）,传统音乐
扩展项目,Ⅱ-116,116,伊宁市文化馆,新疆维吾尔自治区伊宁市,2014</br>(第四批),维吾尔族民歌,传统音乐
扩展项目,Ⅱ-116,116,库车县文化馆,新疆维吾尔自治区库车县,2014</br>(第四批),维吾尔族民歌,传统音乐
新增项目,Ⅱ-117,117,新疆维吾尔自治区艺术研究所（新疆维吾尔自治区非物质文化遗产保护研究中心）,新疆维吾尔自治区艺术研究所,2008</br>(第二批),乌孜别克族埃希来、叶来,传统音乐
新增项目,Ⅱ-117,117,伊犁哈萨克自治州文化艺术研究所,新疆维吾尔自治区伊犁哈萨克自治州,2008</br>(第二批),乌孜别克族埃希来、叶来,传统音乐
新增项目,Ⅱ-117,117,喀什地区文化馆,新疆维吾尔自治区喀什地区,2008</br>(第二批),乌孜别克族埃希来、叶来,传统音乐
新增项目,Ⅱ-118,118,门源回族自治县文化馆,青海省门源回族自治县,2008</br>(第二批),回族宴席曲,传统音乐
新增项目,Ⅱ-119,119,上海市崇明区文化馆,上海市崇明县,2008</br>(第二批),琵琶艺术（瀛洲古调派）,传统音乐
新增项目,Ⅱ-119,119,上海市浦东新区文化艺术指导中心（上海市浦东新区群众文化艺术馆、上海市浦东新区电影发行放映管理站）,上海市南汇区,2008</br>(第二批),琵琶艺术（浦东派）,传统音乐
新增项目,Ⅱ-119,119,平湖市非物质文化遗产保护管理中心,浙江省平湖市,2008</br>(第二批),琵琶艺术（平湖派）,传统音乐
新增项目,Ⅱ-120,120,菏泽市文化馆,山东省菏泽市,2008</br>(第二批),古筝艺术（山东古筝乐）,传统音乐
扩展项目,Ⅱ-120,120,河南省文化艺术研究院,河南省,2014</br>(第四批),古筝艺术（中州筝派）,传统音乐
新增项目,Ⅱ-121,121,瓦房店市非物质文化遗产保护中心,辽宁省瓦房店市,2008</br>(第二批),笙管乐（复州双管乐）,传统音乐
新增项目,Ⅱ-121,121,建平县现代服务业和文化旅游服务中心,辽宁省建平县,2008</br>(第二批),笙管乐（建平十王会）,传统音乐
新增项目,Ⅱ-121,121,新密市文化馆（新密市非物质文化遗产保护中心）,河南省新密市,2008</br>(第二批),笙管乐（超化吹歌）,传统音乐
新增项目,Ⅱ-122,122,天津市河西区文化馆（天津市河西区非物质文化遗产保护中心）,天津市河西区,2008</br>(第二批),津门法鼓（挂甲寺庆音法鼓）,传统音乐
新增项目,Ⅱ-122,122,天津市河西区文化馆（天津市河西区非物质文化遗产保护中心）,天津市河西区,2008</br>(第二批),津门法鼓（杨家庄永音法鼓）,传统音乐
新增项目,Ⅱ-122,122,天津市北辰区辰文故里非遗传承文化促进中心,天津市北辰区,2008</br>(第二批),津门法鼓（刘园祥音法鼓）,传统音乐
扩展项目,Ⅱ-122,122,天津市西青区杨柳青镇拾肆街村村民委员会,天津市西青区,2014</br>(第四批),津门法鼓（香塔音乐法鼓）,传统音乐
新增项目,Ⅱ-123,123,天津市滨海新区文化馆,天津市汉沽区,2008</br>(第二批),锣鼓艺术（汉沽飞镲）,传统音乐
新增项目,Ⅱ-123,123,正定县文化馆,河北省正定县,2008</br>(第二批),锣鼓艺术（常山战鼓）,传统音乐
新增项目,Ⅱ-123,123,太原市群众艺术馆,山西省太原市,2008</br>(第二批),锣鼓艺术（太原锣鼓）,传统音乐
新增项目,Ⅱ-123,123,上海市松江区泗泾镇社区服务中心（上海市松江区泗泾镇文化体育服务所）,上海市松江区,2008</br>(第二批),锣鼓艺术（泗泾十锦细锣鼓）,传统音乐
新增项目,Ⅱ-123,123,西平县人民文化馆,河南省西平县,2008</br>(第二批),锣鼓艺术（大铜器）,传统音乐
新增项目,Ⅱ-123,123,郏县文化馆,河南省郏县,2008</br>(第二批),锣鼓艺术（大铜器）,传统音乐
新增项目,Ⅱ-123,123,开封市文化馆 ,河南省开封市,2008</br>(第二批),锣鼓艺术（开封盘鼓）,传统音乐
新增项目,Ⅱ-123,123,宜昌市群众艺术馆（宜昌市非物质文化遗产保护中心）,湖北省宜昌市,2008</br>(第二批),锣鼓艺术（宜昌堂调）,传统音乐
新增项目,Ⅱ-123,123,韩城市文化馆,陕西省韩城市,2008</br>(第二批),锣鼓艺术（韩城行鼓）,传统音乐
扩展项目,Ⅱ-123,123,原平云胜锣鼓艺术社,山西省原平市,2011</br>(第三批),锣鼓艺术（云胜锣鼓）,传统音乐
扩展项目,Ⅱ-123,123,新乡县文化馆,河南省新乡县,2011</br>(第三批),锣鼓艺术（中州大鼓）,传统音乐
扩展项目,Ⅱ-123,123,鄂州市群众艺术馆,湖北省鄂州市,2011</br>(第三批),锣鼓艺术（鄂州牌子锣）,传统音乐
扩展项目,Ⅱ-123,123,重庆市渝北区文化遗产保护中心,重庆市渝北区,2011</br>(第三批),锣鼓艺术（小河锣鼓）,传统音乐
扩展项目,Ⅱ-123,123,万荣县软槌锣鼓研究会,山西省万荣县,2014</br>(第四批),锣鼓艺术（软槌锣鼓）,传统音乐
扩展项目,Ⅱ-123,123,丰城市非物质文化遗产研究保护中心,江西省丰城市,2014</br>(第四批),锣鼓艺术（花镲锣鼓）,传统音乐
扩展项目,Ⅱ-123,123,遂平县文化馆,河南省遂平县,2014</br>(第四批),锣鼓艺术（大铜器）,传统音乐
扩展项目,Ⅱ-123,123,老河口市群众艺术馆,湖北省老河口市,2014</br>(第四批),锣鼓艺术（老河口锣鼓架子）,传统音乐
扩展项目,Ⅱ-123,123,佛山市顺德区杏坛镇文化站,广东省佛山市顺德区,2014</br>(第四批),锣鼓艺术（八音锣鼓）,传统音乐
扩展项目,Ⅱ-123,123,临清市文化馆,山东省聊城市临清市,2021</br>(第五批),锣鼓艺术（临清驾鼓）,传统音乐
新增项目,Ⅱ-124,124,延吉市文化馆,吉林省延吉市,2008</br>(第二批),朝鲜族洞箫音乐,传统音乐
新增项目,Ⅱ-124,124,珲春市文化馆,吉林省珲春市,2008</br>(第二批),朝鲜族洞箫音乐,传统音乐
扩展项目,Ⅱ-124,124,西安市高陵区文化馆,陕西省高陵县,2011</br>(第三批),洞箫音乐（高陵洞箫）,传统音乐
新增项目,Ⅱ-125,125,龙山县非物质文化遗产保护中心,湖南省龙山县,2008</br>(第二批),土家族咚咚喹,传统音乐
新增项目,Ⅱ-126,126,伊犁哈萨克自治州歌舞团,新疆维吾尔自治区伊犁哈萨克自治州,2008</br>(第二批),哈萨克六十二阔恩尔,传统音乐
新增项目,Ⅱ-127,127,新疆维吾尔自治区艺术研究所（新疆维吾尔自治区非物质文化遗产保护研究中心）,新疆维吾尔自治区,2008</br>(第二批),维吾尔族鼓吹乐,传统音乐
新增项目,Ⅱ-128,128,梓潼县文化馆,四川省梓潼县,2008</br>(第二批),洞经音乐（文昌洞经古乐）,传统音乐
新增项目,Ⅱ-128,128,通海县文化馆,云南省通海县,2008</br>(第二批),洞经音乐（妙善学女子洞经音乐）,传统音乐
扩展项目,Ⅱ-128,128,西昌市邛都洞经古乐协会,四川省西昌市 ,2014</br>(第四批),洞经音乐（邛都洞经音乐） ,传统音乐
新增项目,Ⅱ-129,129,通道侗族自治县非物质文化遗产保护中心,湖南省通道侗族自治县,2008</br>(第二批),芦笙音乐（侗族芦笙）,传统音乐
新增项目,Ⅱ-129,129,丹寨县非物质文化遗产保护中心,贵州省丹寨县,2008</br>(第二批),芦笙音乐（苗族芒筒芦笙）,传统音乐
新增项目,Ⅱ-130,130,贞丰县文化馆,贵州省贞丰县,2008</br>(第二批),布依族勒尤,传统音乐
新增项目,Ⅱ-130,130,兴义市文化馆,贵州省兴义市,2008</br>(第二批),布依族勒尤,传统音乐
新增项目,Ⅱ-130,130,镇宁布依族苗族自治县文化馆,贵州省镇宁布依族苗族自治县,2008</br>(第二批),布依族勒尤,传统音乐
新增项目,Ⅱ-131,131,海南州文化馆,青海省海南藏族自治州,2008</br>(第二批),藏族扎木聂弹唱,传统音乐
扩展项目,Ⅱ-131,131,林芝市巴宜区文化和旅游局,西藏自治区林芝市,2021</br>(第五批),工布扎念博咚,传统音乐
新增项目,Ⅱ-132,132,伊犁哈萨克自治州文化艺术研究所,新疆维吾尔自治区伊犁哈萨克自治州,2008</br>(第二批),哈萨克族冬布拉艺术,传统音乐
新增项目,Ⅱ-133,133,阿合奇县玛纳斯研究中心,新疆维吾尔自治区克孜勒苏柯尔克孜自治州,2008</br>(第二批),柯尔克孜族库姆孜艺术,传统音乐
新增项目,Ⅱ-133,133,乌恰县文化馆,新疆维吾尔自治区乌恰县,2008</br>(第二批),柯尔克孜族库姆孜艺术,传统音乐
新增项目,Ⅱ-134,134,阿勒泰市文化馆（阿勒泰市非物质文化遗产保护中心、阿勒泰市美术馆）,新疆维吾尔自治区阿勒泰地区,2008</br>(第二批),蒙古族绰尔,传统音乐
新增项目,Ⅱ-135,135,保亭黎族苗族自治县文化馆,海南省保亭黎族苗族自治县,2008</br>(第二批),黎族竹木器乐,传统音乐
新增项目,Ⅱ-135,135,五指山市文化馆,海南省五指山市,2008</br>(第二批),黎族竹木器乐,传统音乐
新增项目,Ⅱ-136,136,布拖县文化馆,四川省布拖县,2008</br>(第二批),口弦音乐,传统音乐
扩展项目,Ⅱ-136,136,北川羌族自治县文化馆,四川省北川羌族自治县,2011</br>(第三批),口弦音乐,传统音乐
新增项目,Ⅱ-137,137,常州市文化馆,江苏省常州市,2008</br>(第二批),吟诵调（常州吟诵）,传统音乐
新增项目,Ⅱ-138,138,常州天宁禅寺,江苏省常州市,2008</br>(第二批),佛教音乐（天宁寺梵呗唱诵）,传统音乐
新增项目,Ⅱ-138,138,山东鱼山梵呗寺,山东省东阿县,2008</br>(第二批),佛教音乐（鱼山梵呗）,传统音乐
新增项目,Ⅱ-138,138,开封大相国寺,河南省开封市,2008</br>(第二批),佛教音乐（大相国寺梵乐）,传统音乐
新增项目,Ⅱ-138,138,西藏拉萨市墨竹工卡县直孔替寺管理委员会,西藏自治区墨竹工卡县,2008</br>(第二批),佛教音乐（直孔噶举派音乐）,传统音乐
新增项目,Ⅱ-138,138,夏河县拉卜楞寺院管理委员会,甘肃省夏河县,2008</br>(第二批),佛教音乐（拉卜楞寺佛殿音乐道得尔）,传统音乐
新增项目,Ⅱ-138,138,兴海县文化馆,青海省兴海县,2008</br>(第二批),佛教音乐（青海藏族唱经调）,传统音乐
新增项目,Ⅱ-138,138,平罗县文化馆,宁夏回族自治区平罗县,2008</br>(第二批),佛教音乐（北武当庙寺庙音乐）,传统音乐
扩展项目,Ⅱ-138,138,左云县传统音乐保护协会,山西省左云县,2011</br>(第三批),佛教音乐（楞严寺寺庙音乐）,传统音乐
扩展项目,Ⅱ-138,138,青海省湟中县塔尔寺管理委员会,青海省湟中县,2011</br>(第三批),佛教音乐（塔尔寺花架音乐）,传统音乐
扩展项目,Ⅱ-138,138,壤塘县藏洼寺寺庙管理委员会,四川省壤塘县,2011</br>(第三批),佛教音乐（觉囊梵音）,传统音乐
扩展项目,Ⅱ-138,138,洋县文化馆,陕西省洋县,2011</br>(第三批),佛教音乐（洋县佛教音乐）,传统音乐
扩展项目,Ⅱ-138,138,镇江金山江天禅寺,江苏省镇江市,2014</br>(第四批),佛教音乐（金山寺水陆法会仪式音乐） ,传统音乐
扩展项目,Ⅱ-138,138,曲水县文化和旅游局（曲水县文物局）,西藏自治区曲水县,2014</br>(第四批),佛教音乐（雄色寺绝鲁） ,传统音乐
新增项目,Ⅱ-139,139,广宗县文化馆,河北省广宗县,2008</br>(第二批),道教音乐（广宗太平道乐）,传统音乐
新增项目,Ⅱ-139,139,阳高县文化馆,山西省阳高县,2008</br>(第二批),道教音乐（恒山道乐）,传统音乐
新增项目,Ⅱ-139,139,上海市道教协会,上海市道教协会,2008</br>(第二批),道教音乐（上海道教音乐）,传统音乐
新增项目,Ⅱ-139,139,无锡市道教协会,江苏省无锡市,2008</br>(第二批),道教音乐（无锡道教音乐）,传统音乐
新增项目,Ⅱ-139,139,休宁县齐云山道教协会,安徽省休宁县,2008</br>(第二批),道教音乐（齐云山道场音乐）,传统音乐
新增项目,Ⅱ-139,139,青岛崂山太清宫,山东省青岛市崂山区,2008</br>(第二批),道教音乐（崂山道教音乐）,传统音乐
新增项目,Ⅱ-139,139,泰安市道教协会,山东省泰安市,2008</br>(第二批),道教音乐（泰山道教音乐）,传统音乐
新增项目,Ⅱ-139,139,烟台市文化馆,山东省烟台市,2008</br>(第二批),道教音乐（胶东全真道教音乐）,传统音乐
新增项目,Ⅱ-139,139,东平县非物质文化遗产保护协会,山东省东平县,2008</br>(第二批),道教音乐（腊山道教音乐）,传统音乐
新增项目,Ⅱ-139,139,定安县文化馆,海南省定安县,2008</br>(第二批),道教音乐（海南斋醮科仪音乐）,传统音乐
新增项目,Ⅱ-139,139,成都市道教协会,四川省成都市,2008</br>(第二批),道教音乐（成都道教音乐）,传统音乐
新增项目,Ⅱ-139,139,佳县文化馆,陕西省佳县,2008</br>(第二批),道教音乐（白云山道教音乐）,传统音乐
新增项目,Ⅱ-139,139,清水县文化馆,甘肃省清水县,2008</br>(第二批),道教音乐（清水道教音乐）,传统音乐
扩展项目,Ⅱ-139,139,平阳县非物质文化遗产保护中心,浙江省平阳县,2011</br>(第三批),道教音乐（东岳观道教音乐）,传统音乐
扩展项目,Ⅱ-139,139,澳门道教协会,澳门特别行政区,2011</br>(第三批),道教音乐（澳门道教科仪音乐）,传统音乐
扩展项目,Ⅱ-139,139,定州市文化馆,河北省定州市,2014</br>(第四批),道教音乐（花张蒙道教音乐） ,传统音乐
扩展项目,Ⅱ-139,139,句容市茅山道院,江苏省句容市,2014</br>(第四批),道教音乐（茅山道教音乐） ,传统音乐
扩展项目,Ⅱ-139,139,苍南县玉音乐团,浙江省苍南县,2014</br>(第四批),道教音乐（苍南正一派科仪音乐） ,传统音乐
扩展项目,Ⅱ-139,139,鹰潭市道文化研究会,江西省鹰潭市,2014</br>(第四批),道教音乐（龙虎山正一天师道道教音乐） ,传统音乐
扩展项目,Ⅱ-139,139,蓬瀛仙馆,香港特别行政区 ,2014</br>(第四批),道教音乐（全真道堂科仪音乐） ,传统音乐
新增项目,Ⅱ-140,140,凤阳县文化馆,安徽省滁州市,2011</br>(第三批),凤阳民歌,传统音乐
新增项目,Ⅱ-141,141,九江市柴桑区文化馆,江西省九江县,2011</br>(第三批),九江山歌,传统音乐
新增项目,Ⅱ-142,142,利川市非物质文化遗产传承馆,湖北省利川市,2011</br>(第三批),利川灯歌,传统音乐
新增项目,Ⅱ-143,143,天门市群众艺术馆,湖北省天门市,2011</br>(第三批),天门民歌,传统音乐
新增项目,Ⅱ-144,144,临高县文化馆,海南省临高县,2011</br>(第三批),临高渔歌,传统音乐
新增项目,Ⅱ-145,145,弥渡县文化馆,云南省弥渡县,2011</br>(第三批),弥渡民歌,传统音乐
